,policy_id,insured_occupation_pred_0,insured_occupation_pred_1,insured_hobbies_pred_0,insured_hobbies_pred_1,auto_make_pred_0,auto_make_pred_1,auto_model_pred_0,auto_model_pred_1,insured_education_level_pred_0,insured_education_level_pred_1,incident_state_pred_0,incident_state_pred_1,incident_city_pred_0,incident_city_pred_1,customer_months_log,policy_annual_premium_log,insured_zip_log,capital-gains_log,capital-loss_log,incident_hour_of_the_day_log,number_of_vehicles_involved_log,property_claim_log,vehicle_claim_log,total_claim_amount_log,detla_time_log,auto_year_log,policy_state_A,policy_state_B,policy_state_C,policy_state_nan,policy_csl_100/300,policy_csl_250/500,policy_csl_500/1000,policy_csl_nan,insured_sex_FEMALE,insured_sex_MALE,insured_sex_nan,insured_relationship_husband,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,insured_relationship_nan,incident_type_Multi-vehicle Collision,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,incident_type_nan,collision_type_?,collision_type_Front Collision,collision_type_Rear Collision,collision_type_Side Collision,collision_type_nan,incident_severity_Major Damage,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,incident_severity_nan,authorities_contacted_Ambulance,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,authorities_contacted_nan,property_damage_?,property_damage_NO,property_damage_YES,property_damage_nan,police_report_available_?,police_report_available_NO,police_report_available_YES,police_report_available_nan,picked_month_12月,picked_month_1月,picked_month_2月,picked_month_3月,picked_month_nan,policy_deductable_box_A,policy_deductable_box_B,policy_deductable_box_C,policy_deductable_box_nan,bodily_injuries_box_A,bodily_injuries_box_B,bodily_injuries_box_C,bodily_injuries_box_nan
10,780600,0.8181818181818156,0.1818181818181845,0.8275862068963892,0.1724137931036109,0.7333333333333333,0.26666666666666666,0.6315789519013413,0.36842104809865855,0.7083333333333334,0.2916666666666667,0.6788321167883211,0.32116788321167883,0.7195121951219512,0.2804878048780488,5.476505392060385,7.336220511319363,13.049272140507789,10.719692941641,3.9122229854308124,4.025530246221741,3.932021691934835,8.53582061863131,10.483326327583434,10.690239140716058,8.91623907364221,7.627062287927675,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
11,140320,0.6857142857142859,0.31428571428571406,0.7619047617880369,0.238095238211963,0.736842105263158,0.2631578947368421,0.6923085067314225,0.3076914932685775,0.7083333333333334,0.2916666666666667,0.6363765567372583,0.36362344326274176,0.7111111111111111,0.28888888888888886,4.867611370574077,6.774840838860418,13.028558086686191,3.9122229854308124,10.86620394104805,4.189806245700679,3.9704805749997147,8.898503575579326,10.263292941514885,10.665671170300692,5.379943435427982,7.625599950169337,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
12,496283,0.7674418604651163,0.23255813953488372,0.9411764705882328,0.058823529411767245,0.6097560975609756,0.3902439024390244,0.6086956522742878,0.39130434772571226,0.7654320987654321,0.2345679012345679,0.6788321167883211,0.32116788321167883,0.7551020408163265,0.24489795918367346,5.525492778975617,7.075453771354664,13.334874621532366,3.9122229854308124,3.9122229854308124,4.111037785163761,3.9704805749997147,8.640297156895253,10.590315055936207,10.779518839962394,8.547724336313388,7.63289034799842,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
13,530331,0.8181818181818156,0.1818181818181845,0.8648648648648648,0.13513513513513523,0.7142857142857143,0.2857142857142857,0.40011437834806984,0.5998856216519302,0.7671232876712328,0.2328767123287671,0.8141592920353983,0.18584070796460178,0.7111111111111111,0.28888888888888886,4.74501908110449,7.110116363113816,13.05458764347628,10.709293774598846,10.65443206778262,4.204841861985079,3.932021691934835,8.866442029962414,10.362967564756575,10.63183318509952,8.506336469915144,7.627549259025825,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
14,573487,0.687500000000005,0.31249999999999495,0.8648648648648648,0.13513513513513523,0.7073170731707317,0.2926829268292683,0.7142857144357891,0.2857142855642108,0.7671232876712328,0.2328767123287671,0.7192982456140351,0.2807017543859649,0.7551020408163265,0.24489795918367346,6.135586535869134,7.362067692484286,13.045640009621652,3.9122229854308124,3.9122229854308124,4.290596418067994,3.9704805749997147,8.138275559939883,10.40131942193027,10.603635420996788,9.022203136860538,7.629008751089852,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
15,715821,0.6739130434782609,0.32608695652173914,0.7187500000000021,0.2812499999999979,0.736842105263158,0.2631578947368421,0.6875000445461443,0.31249995545385567,0.7875,0.2125,0.6363765567372583,0.36362344326274176,0.7111111111111111,0.28888888888888886,4.060615409477973,7.1418071180038805,13.367019481493825,3.9122229854308124,3.9122229854308124,4.189806245700679,3.9704805749997147,9.356862888345608,10.716770776036025,11.144611767022402,6.063808464231149,7.628522490376457,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
16,367217,0.5813953488372093,0.4186046511627907,0.7948717948717948,0.20512820512820512,0.7692307692307693,0.23076923076923078,0.8887542196151134,0.1112457803848866,0.7654320987654321,0.2345679012345679,0.8141592920353983,0.18584070796460178,0.7466666666666667,0.25333333333333335,5.808172519559582,7.28660943566401,13.01721841629073,3.9122229854308124,3.9122229854308124,4.276804998260776,3.9704805749997147,9.661926052315982,11.009572021468896,11.435526035756087,8.795583730959821,7.629980563742562,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
17,917874,0.7142857142857143,0.2857142857142857,0.7999999999999593,0.20000000000004076,0.9117647058823508,0.08823529411764923,0.888888872254227,0.11111112774577296,0.6712328767123288,0.3287671232876712,0.8141592920353983,0.18584070796460178,0.726027397260274,0.273972602739726,6.220610050617826,7.075419946432458,13.036332632165449,10.960096767540076,3.9122229854308124,4.127295662361787,3.9891692146047997,9.274629799592539,10.639478921603155,11.035421941697171,9.015177922678099,7.625112028656468,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
18,1013199,0.8529411764705869,0.14705882352941319,0.888888888886836,0.11111111111316399,0.7692307692307693,0.23076923076923078,0.666734453213869,0.3332655467861309,0.7671232876712328,0.2328767123287671,0.7721518987341772,0.22784810126582278,0.7575757575757576,0.24242424242424243,5.463874177009261,7.3013164825874775,13.105552889590745,3.9122229854308124,3.9122229854308124,4.094511215001422,3.9704805749997147,9.230143979664039,10.666580716893813,10.90707480407621,4.990500611675875,7.630951432892274,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
19,864532,0.8048780487804879,0.1951219512195122,0.8529411764705869,0.14705882352941319,0.76,0.24,0.7692302989297419,0.23076970107025813,0.6712328767123288,0.3287671232876712,0.8141592920353983,0.18584070796460178,0.726027397260274,0.273972602739726,5.726880320346601,7.1524567788594515,13.07203595325601,10.948400320842214,11.051302777314467,4.111037785163761,3.932021691934835,8.632307781046348,10.75036410990196,11.078350908146101,4.682223815430382,7.624135470847207,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
20,117578,0.7674418604651163,0.23255813953488372,0.7187500000000021,0.2812499999999979,0.736842105263158,0.2631578947368421,0.6923085067314225,0.3076914932685775,0.6712328767123288,0.3287671232876712,0.6363765567372583,0.36362344326274176,0.7575757575757576,0.24242424242424243,5.866496385143948,7.209399426449973,13.354271622328104,3.9122229854308124,3.9122229854308124,4.219654753187547,3.9704805749997147,8.892063000305406,10.741254639043825,11.144582860697538,8.277668702144336,7.623157958440497,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
21,407344,0.7435897435897436,0.25641025641025633,0.7619047617880369,0.238095238211963,0.7142857142857143,0.2857142857142857,0.40011437834806984,0.5998856216519302,0.7058823529411765,0.29411764705882354,0.7721518987341772,0.22784810126582278,0.7111111111111111,0.28888888888888886,4.262820712194002,7.196109625407122,13.009828319491778,11.138392148161449,3.9122229854308124,3.9704805749997147,3.932021691934835,8.929701438289799,10.931087252890292,11.307069247900271,7.935948679885216,7.623157958440497,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
22,592785,0.7209302325581395,0.27906976744186046,0.888888888886836,0.11111111111316399,0.7073170731707317,0.2926829268292683,0.7142857144357891,0.2857142855642108,0.7654320987654321,0.2345679012345679,0.7721518987341772,0.22784810126582278,0.7551020408163265,0.24489795918367346,6.137748652125133,7.288859386177366,13.33863700070918,3.9122229854308124,10.827508528932125,3.9704805749997147,3.932021691934835,6.302637290595502,7.483250040354997,7.8694055351997525,8.814629040752255,7.625599950169337,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
23,178020,0.8048780487804879,0.1951219512195122,0.8648648648648648,0.13513513513513523,0.7272727272727273,0.2727272727272727,0.733333350823938,0.266666649176062,0.6712328767123288,0.3287671232876712,0.8141592920353983,0.18584070796460178,0.726027397260274,0.273972602739726,5.891671835753619,7.206992828993124,13.063621378590598,10.142307977013571,3.9122229854308124,3.9122229854308124,3.932021691934835,8.818631708608063,10.879197662565222,11.140904949147705,8.841738874313,7.6246238689599775,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
24,510651,0.7209302325581395,0.27906976744186046,0.7741935483870883,0.22580645161291166,0.76,0.24,0.7692302989297419,0.23076970107025813,0.7058823529411765,0.29411764705882354,0.7721518987341772,0.22784810126582278,0.7466666666666667,0.25333333333333335,4.111037785163761,7.092665149865961,13.023192576985023,10.875950845790681,3.9122229854308124,4.143293443953964,3.9704805749997147,8.735044362760886,10.588905186974038,10.840972296223104,8.910856936567859,7.630951432892274,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
25,374764,0.8181818181818156,0.1818181818181845,0.84999999834102,0.15000000165897992,0.7142857142857143,0.2857142857142857,0.6428577463028629,0.3571422536971373,0.7058823529411765,0.29411764705882354,0.7384615384615385,0.26153846153846155,0.7763157894736842,0.2236842105263158,5.777683282495735,7.186953969085469,13.254175560534751,10.82233521268126,3.9122229854308124,3.9122229854308124,3.932021691934835,3.9122229854308124,7.258419192824031,7.543808161293744,8.471151347153475,7.630951432892274,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
26,152802,0.7435897435897436,0.25641025641025633,0.894736835743611,0.10526316425638899,0.736842105263158,0.2631578947368421,0.6923085067314225,0.3076914932685775,0.7058823529411765,0.29411764705882354,0.7384615384615385,0.26153846153846155,0.7551020408163265,0.24489795918367346,6.180037357371996,7.175757466604574,13.0781878703078,10.902887240182837,10.596009787858472,3.9122229854308124,3.932021691934835,8.839712827347944,10.771197308359492,11.195196608566526,8.37263205129224,7.63289034799842,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
27,541044,0.7619047619047619,0.23809523809523808,0.888888888886836,0.11111111111316399,0.7692307692307693,0.23076923076923078,0.5005960787966888,0.4994039212033113,0.7671232876712328,0.2328767123287671,0.6788321167883211,0.32116788321167883,0.7575757575757576,0.24242424242424243,5.811170932648264,7.343096291153309,12.986756712891944,3.9122229854308124,3.9122229854308124,4.262820712194002,3.9704805749997147,9.143774196536333,10.654573633943448,11.023910418539026,8.973225930682066,7.625112028656468,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
28,348388,0.7209302325581395,0.27906976744186046,0.7741935483870883,0.22580645161291166,0.6097560975609756,0.3902439024390244,0.6111111257362165,0.3888888742637835,0.7654320987654321,0.2345679012345679,0.6788321167883211,0.32116788321167883,0.7551020408163265,0.24489795918367346,5.081466474856847,7.205063372278537,13.0601411263076,10.661204738113023,11.432290190096756,4.127295662361787,3.932021691934835,9.574150499838904,11.041288662823348,11.363984640248969,7.1624052492636565,7.629980563742562,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
29,407443,0.7209302325581395,0.27906976744186046,0.8275862068963892,0.1724137931036109,0.8095238095238095,0.19047619047619047,0.7999998668023182,0.20000013319768184,0.6712328767123288,0.3287671232876712,0.7721518987341772,0.22784810126582278,0.7763157894736842,0.2236842105263158,5.529468769263775,7.36944317818658,13.324977653797909,10.587594240714326,10.402777191964669,4.060615409477973,3.932021691934835,8.732628712042196,10.830481005414308,11.019792564478982,6.949866042682519,7.625599950169337,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
30,950548,0.7619047619047619,0.23809523809523808,0.7999999999999593,0.20000000000004076,0.7333333333333333,0.26666666666666666,0.7499779230075301,0.25002207699247,0.7058823529411765,0.29411764705882354,0.7721518987341772,0.22784810126582278,0.7111111111111111,0.28888888888888886,5.402722425902827,7.180937738270116,13.010099107805878,3.9122229854308124,3.9122229854308124,4.094511215001422,3.932021691934835,8.705829766442955,10.66707013030899,10.852497330535114,8.80357592008638,7.628522490376457,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
31,698640,0.7674418604651163,0.23255813953488372,0.11111111111985997,0.8888888888801401,0.736842105263158,0.2631578947368421,0.8887542196151134,0.1112457803848866,0.7875,0.2125,0.6788321167883211,0.32116788321167883,0.7195121951219512,0.2804878048780488,5.303354658065305,7.29814735759278,13.26873647869877,3.9122229854308124,3.9122229854308124,4.111037785163761,3.9704805749997147,8.756526577233037,10.703604178731624,10.899180971929994,6.597159344358395,7.63289034799842,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
32,586085,0.5813953488372093,0.4186046511627907,0.7999999999999593,0.20000000000004076,0.63636363636364,0.3636363636363601,0.6252870009021094,0.37471299909789063,0.7875,0.2125,0.8141592920353983,0.18584070796460178,0.7551020408163265,0.24489795918367346,5.476505392060385,7.133718850299593,12.974271661593223,3.9122229854308124,10.581064392028196,4.234251421632511,3.932021691934835,8.956094365100459,10.920130459240767,11.240985630717867,8.788899833501619,7.625599950169337,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
33,820477,0.8181818181818156,0.1818181818181845,0.7741935483870883,0.22580645161291166,0.7142857142857143,0.2857142857142857,0.8235293865406252,0.17647061345937484,0.7654320987654321,0.2345679012345679,0.7192982456140351,0.2807017543859649,0.7763157894736842,0.2236842105263158,6.234430333369278,7.18172121382278,13.117397085767509,10.748389903122307,3.9122229854308124,4.007514986887367,3.932021691934835,6.253848042159795,8.119401566684372,8.489207211640716,7.682487054818818,7.629008751089852,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
34,210761,0.8529411764705869,0.14705882352941319,0.8648648648648648,0.13513513513513523,0.8648648648648648,0.13513513513513523,0.7272744299576233,0.27272557004237685,0.7671232876712328,0.2328767123287671,0.7721518987341772,0.22784810126582278,0.7763157894736842,0.2236842105263158,5.641942531302295,7.074980118296667,13.016115824000376,10.19533630729814,3.9122229854308124,4.276804998260776,3.932021691934835,9.28702452292991,10.606114903936392,10.916215283660506,8.91583641663745,7.626575079573133,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0
